2,「膨大なQ&Aの図書館」でしょうか。
2,●質問すれば矛盾した回答ばかりきて  質問するのにちょっと勇気がいる。
2,ＩＤが公開してから、なんか落ち着いたような感じで、真面目な回答が多くなった。いまだに不愉快な発言があったりけっこうしぶといですね。
2,ID非公開あったほうが質問しやすい
2,Yahoo!知恵袋は私にとって、知らない事などをすぐ聞きたい時に聞くことの出来る場所です。たまに、全く関係のないふざけた回答をする方もおられますが、きちんと解答されて私自身が納得や安心することの出来た回答をしていただいた方もおられるので、これからも活用していきたいと思っています。
2,Yahoo!知恵袋自体は雑なシステム作りや若い人独特の知性のなさ、そして、不遜・無礼さに全く信頼はしてはいないがーーーーーー。  ご参集になる方々の中に良い方もキラキラといられるので、楽しみにしている。
2,いつも利用します　役にたちます
2,いろいろな人生が見えて、非常に興味深い。変な人もいるけれど、やはり通勤電車のような公共の場ですよね。
2,いろいろ意見を言い合えるいい場
2,いろんな意見の交換場所。字数制限があるから、簡潔に説明する力をつけるための場所。
2,いろんな人が質問したり回答したり興味があることをもっと深く知ることのですきる場。
2,インフォメーションテクノロジー
2,お互いの疑問を解決しあえる　公共の場・・・
2,かなり変な趣味
2,このような事柄を書くのは初めてですが、  チャット感覚の質問や回答で気軽に出来る反面、正しく回答したいし頭を使う事も多いですね。  質問者、回答者の考えしだいで、無限に広がるのではと言う感覚は私自身そう思っています。    教科書のような、質問、回答も良いですが、この様なサイトは他にあるのでは？  ですから、知恵袋しか味わえない、喜び、笑い、感動、納得、これを命題に広がることを望みます。  ある意味、β番知恵袋の一部のシステムも否定しません。  単に回答や質問検索だけでも楽しいと思えるのが最高です。  とにかく他にないここだけの特徴が欲しいですね。    過去の解決済み検索で、日にち指定、    例えば、特許庁の検索のように、  何月何日〜何月何日までとかです。  さかのぼって検索は　とてもしづらいです。
2,コミュニケーションの場とはとても思えない。質問→返答の一方通行なので、ディスカッションができない
2,ご親切な回答を頂いて、非常に重宝してます。いままでは、質問が多かったのですが、これからは回答できるものはして恩返しし、知恵袋を盛り上げていきたいと思います。
2,その名のとおり「知恵の袋」。聞きたいとき、知りたいときに疑問をすぐに解決できる場所だ。
2,たくさんの知恵袋があり、便利であり、活気があり、非常にすばらしい共同体だと思います。
2,たまにくる。
2,ためになるコミニュティサイトです。
2,ちしきこうかんのば
2,ちょっと気になったけど、友達には聞けないことを聞ける場。
2,とくにない
2,とっても助かります。
2,ドラえもんのポケット
2,どんなつまらない疑問でも，何かしらの回答を得ることができるとても便利な場です。
2,どんな答えが帰って来るかが楽しみな場でもある。
2,なぞの解明
2,ネットの必需品の一部です。
2,パソコン関連で分からないことがあれば簡単に答えにたどり着ける。  ほとんどが解決済みの質問で見つかるからね。  なくても質問すればだいたい教えてくれるし。  あとは好きなジャンル（音楽）で回答して自己満足。
2,ひじょうに便利な機能だとおもう。変な利用者もいるようだが実際はとてもいいひとがいっぱい！
2,ひとことでいえば言葉のボランティアといったかんじでしょうか。
2,ヒマつぶし
2,フレキシブルな百科事典。
2,まあ質問・回答ランドみたいなものですね
2,みんないいひとだからたすかる
2,もう少しメンテナンスをしてほしい
2,よろしく
2,わからないことがサクッとわかるいい場所。
2,わたしにとって必要な情報データベースの1つ。
2,以前のように匿名での投稿も出来るようにするべきではないでしょうか  プライバシーの問題もあるのではないでしょうか
2,何でも教えてくれる場
2,暇つぶし、  かつ  自分の知識を試せる場です。
2,暇つぶし。  ファッション雑誌がわり。
2,暇つぶし・・・・
2,暇つぶしと、聞きたいことが、本当にあるときの場所。
2,解らない事を解決する場であり、また自分の知識が役にたてればいい
